Sex,Age,Height(Inches),Weight(Pounds),BMI
1,24,68.8923,127.6997,18.91678521
1,34,65.97989,142.5486,23.02176444
1,22,73.25816,157.0989,20.58069114
0,27,65.69314,138.5876,22.57787978
1,27,69.95721,128.1607,18.41148138
1,31,69.93565,130.3446,18.73676613
1,25,67.55601,119.1028,18.34817242
0,19,67.47638,115.6698,17.86139018
1,22,69.05674,128.3985,18.9298263
0,27,68.54497,136.1737,20.37702979
1,29,70.44462,116.6906,16.53251918
0,18,67.11656,131.4909,20.52273058
1,34,67.60673,115.494,17.76553889
1,28,67.76797,116.0487,17.76602016
1,26,64.22799,116.596,19.87164469
0,19,67.64933,138.6958,21.30762939
0,18,66.94828,126.0413,19.77119184
0,27,68.83697,145.686,21.6158915
0,24,69.03861,128.7906,18.99760758
0,31,67.88536,142.1595,21.6881476
1,22,69.15298,138.9115,20.42279721
1,24,65.76655,122.0769,19.84367913
0,22,66.41848,119.0393,18.97192169
0,22,69.98636,136.7085,19.62309603
0,23,69.33663,124.8379,18.25659658
1,31,68.14856,129.218,19.56178457
0,26,69.61056,124.5365,18.06946211
0,29,70.24424,132.7187,18.91078281
0,24,64.66037,110.1455,18.5220568
1,34,67.14089,132.4193,20.6526566
0,29,66.55536,120.6308,19.14656886
1,31,67.02821,134.6226,21.06694466
0,29,66.61015,131.3866,20.81944149
0,35,67.87365,134.9717,20.59866775
0,27,68.48489,121.162,18.16250439
1,31,71.46727,146.1977,20.12449443
0,23,67.52509,130.7501,20.1609276
1,30,69.14416,123.9601,18.22928907
1,33,66.34347,105.9251,16.92003826
0,19,68.8517,147.2738,21.84212967
0,32,66.59398,128.4305,20.36090392
0,34,68.79421,116.2545,17.27049641
0,28,65.60404,128.8795,21.05336389
1,28,69.60759,124.4609,18.06003409
1,28,71.79002,131.1114,17.88591366
0,33,65.39644,133.017,21.86743066
1,23,68.186,123.0559,18.60847728
1,26,70.64194,128.8506,18.15348597
0,30,69.27806,146.6325,21.48016572
1,35,65.41192,125.2607,20.58258247
1,27,69.74131,135.9477,19.65126385
0,28,69.68791,149.0918,21.58428676
1,32,67.61616,129.9896,19.98970684
1,35,65.33279,115.5896,19.03948403
1,29,68.09827,122.5938,18.58639543
1,23,67.78589,130.5478,19.97513744
1,35,66.37325,110.4683,17.62991942
0,20,70.70383,147.9488,20.807715
1,21,67.77536,135.435,20.72936839
0,35,70.16781,132.2276,18.88187399
0,18,65.08294,124.8522,20.72338507
1,32,68.09864,139.5397,21.15532645
0,19,69.72378,127.9841,18.50942787
1,24,66.10587,129.5105,20.83645121
0,29,68.81614,128.4016,19.06288561
0,24,66.34879,136.5927,21.81525528
1,35,68.85181,131.0471,19.43549093
0,26,67.88949,135.8495,20.72295938
0,25,67.3565,124.7415,19.33084158
0,18,67.87392,123.9916,18.92279235
0,27,67.82355,120.0348,18.34615091
1,30,68.93013,119.6138,17.69953743
0,19,66.72655,104.4695,16.49646911
0,18,69.96413,141.4657,20.31884889
0,33,70.92472,133.859,18.70902435
1,33,68.15966,130.2032,19.70451052
1,26,65.71158,120.7602,19.66250418
0,18,66.88241,116.1838,18.2608325
1,19,67.87445,129.3543,19.74090448
0,34,69.77941,140.2507,20.25113063
0,20,65.39579,114.7891,18.87121635
1,20,70.51058,117.7705,16.65431477
1,33,66.56644,121.7629,19.31982304
0,34,68.74163,146.386,21.78004215
0,29,68.50865,142.5118,21.34808042
1,23,67.86683,136.538,20.84189639
1,33,65.68959,108.1989,17.62903609
1,19,68.1756,126.6541,19.15843983
1,32,67.27204,128.769,20.00511036
1,32,65.3007,130.2829,21.48080573
1,32,68.37952,126.2574,18.98469261
0,28,70.39798,119.4655,16.94809671
1,19,65.3603,112.0012,18.43288976
1,19,68.8706,129.9499,19.26225111
1,30,66.21022,116.362,18.66207537
0,31,68.94788,142.8095,21.12098112
0,33,68.04951,123.9961,18.82594757
0,32,66.09906,118.4749,19.06490334
1,20,65.89673,138.4134,22.41038061
1,33,67.19993,111.4001,17.34390009
0,34,69.40899,105.0894,15.33650098
0,28,69.07487,129.1519,19.0309063
0,21,67.65384,120.3397,18.48514427
0,21,68.48956,120.7475,18.09790146
1,31,68.34723,124.124,18.68154328
1,30,69.67407,140.3264,20.32337574
0,35,65.19464,119.1674,19.71208235
0,20,69.81691,139.3101,20.09371233
0,31,64.26605,115.7719,19.70782828
1,20,68.77984,128.1583,19.04685341
1,29,64.94194,119.9868,20.00238484
0,18,69.40853,136.2726,19.88756777
0,18,66.60982,120.7165,19.1288534
0,20,68.74031,143.4148,21.33879163
0,24,72.8443,146.7131,19.43911858
1,28,65.56742,114.1088,18.66129473
0,27,67.30672,119.2437,18.50620689
0,30,67.87438,129.1951,19.71664946
0,26,67.37272,110.0987,17.05347357
0,34,68.52976,132.8156,19.88334695
0,34,67.2006,120.7292,18.79597442
0,35,71.326,133.6295,18.46738608
1,29,66.99797,113.5302,17.78225929
0,28,70.15071,144.6167,20.66108523
0,20,67.56198,111.4511,17.16636908
1,23,67.84632,131.1354,20.02931867
1,33,67.99597,124.7397,18.9686827
0,23,71.45949,136.4103,18.7813222
0,25,65.98938,133.9456,21.62614845
1,29,70.30094,148.0703,21.064178
1,26,69.63548,118.8671,17.23452602
1,19,68.12716,130.0225,19.69594242
0,27,67.19533,117.8517,18.35086301
0,19,69.96297,131.029,18.82044013
1,23,70.75433,139.7372,19.62478082
1,23,64.90027,99.29265,16.57383147
1,23,67.53863,122.6701,18.90745387
0,21,66.93918,112.5864,17.66542053
1,29,66.74599,114.6931,18.10029933
0,29,67.53267,124.3523,19.17011884
0,19,67.03579,113.4992,17.75735024
1,35,66.19745,119.4549,19.16550523
1,19,66.16514,116.2537,18.67012116
0,27,70.4784,141.2563,19.99376475
1,29,66.71437,112.926,17.83832164
0,20,67.52916,120.8297,18.62901215
1,29,70.87923,144.9908,20.29089895
1,25,70.87713,120.3404,16.84216926
1,20,62.52373,101.0402,18.17202238
1,23,67.78636,136.2587,20.84867395
0,20,67.1394,121.6793,18.97844453
1,25,67.39241,124.8535,19.32758405
1,29,65.87821,127.8471,20.71124111
0,24,66.55073,137.5442,21.8341082
0,23,65.77153,103.9089,16.88790129
0,21,67.98557,141.2212,21.48153123
0,33,66.84341,115.4613,18.16845813
0,29,69.21199,128.5016,18.86013019
0,30,66.35945,122.8733,19.61782203
0,34,69.23369,130.3051,19.11284243
0,31,68.82616,133.9048,19.87411916
0,30,69.36336,139.0361,20.31730762
0,33,70.20959,134.7929,19.22529299
0,32,68.15011,136.8965,20.72325859
1,24,68.06755,112.9757,17.14366322
1,35,66.61783,113.0753,17.91371286
1,23,66.84021,131.2762,20.65899589
1,33,70.60805,145.9398,20.58088923
1,19,70.98349,143.2473,19.98805668
1,23,68.09578,136.2662,20.66077324
0,23,68.63828,134.4078,20.05813326
1,20,69.50947,135.2759,19.68481337
1,27,67.27908,118.9625,18.47773855
0,35,67.62248,106.5357,16.37992087
1,35,65.98498,124.1788,20.05192649
0,22,70.60025,143.1552,20.19265727
1,35,65.18921,118.4354,19.59426236
0,28,66.32422,120.6698,19.28648635
1,34,67.62091,136.1237,20.93006356
0,27,69.19727,113.7928,16.70843163
1,27,66.1129,124.6016,20.04241395
0,33,68.12418,133.7479,20.26204241
1,22,69.48945,143.7332,20.92753947
0,32,67.16699,122.6097,19.10785253
0,34,66.45846,127.9224,20.36314603
1,34,68.57463,119.9155,17.92863395
1,27,70.02842,158.2521,22.68817953
0,34,65.46377,101.8393,16.70752827
0,25,66.48352,125.5619,19.9723281
1,28,65.78847,112.7934,18.32242443
0,26,69.14324,113.9947,16.76424623
1,23,66.10192,120.5016,19.38936065
0,27,68.5156,110.4182,16.53714584
0,32,64.2164,129.756,22.12250809
1,18,69.15358,129.065,18.9748335
0,30,66.83911,126.2087,19.86217483
0,29,64.05746,109.798,18.81281674
1,21,67.80361,134.8236,20.61859693
0,21,67.78006,146.6249,22.43895641
0,32,66.0792,121.5591,19.57297074
1,27,67.54866,119.1681,18.36222745
0,25,67.18499,111.7433,17.40507115
0,31,66.36282,123.4684,19.71083303
1,33,66.21209,120.9058,19.38971231
0,26,69.61635,123.0992,17.85794806
1,32,66.83693,123.2452,19.3970574
0,35,71.80311,132.7094,18.09730889
1,32,67.0625,126.7332,19.81206509
0,18,72.96339,135.2564,17.86268091
1,27,70.34828,151.3674,21.50424543
0,33,70.09653,150.9294,21.59631385
0,24,69.20104,140.2394,20.58939692
1,18,70.35624,132.7655,18.85726984
1,34,69.78453,144.8798,20.91646778
0,28,71.39937,129.2934,17.83144016
0,28,67.0059,116.8217,18.29347688
0,35,66.79299,124.906,19.68431717
0,21,67.86676,125.3757,19.13806222
0,20,67.25419,103.8437,16.14136599
1,29,68.56236,122.4352,18.3119082
1,21,66.43275,136.132,21.68675573
0,27,68.91151,125.792,18.62380061
1,26,67.50477,126.8799,19.57594462
0,21,69.08511,145.0689,21.36998587
1,25,68.7803,148.623,22.08801638
0,20,66.66053,135.6636,21.46469079
1,28,68.66602,114.7145,17.10540609
0,20,68.47595,114.8512,17.22099453
0,22,67.53608,128.0852,19.74358783
1,18,66.23142,121.6196,19.49280156
1,26,69.17542,124.7148,18.32370153
0,34,67.34508,120.9551,18.75043132
0,28,67.77776,117.0167,17.90903754
1,28,66.91716,115.5379,18.14045983
0,18,68.65138,130.497,19.46707976
0,28,66.97762,136.012,21.31653582
0,29,69.11727,140.2511,20.6410577
0,28,65.2278,132.8841,21.95868766
1,30,66.3529,126.9573,20.27387124
1,28,67.90441,122.0685,18.61257546
0,29,67.14182,107.8829,16.82539301
1,22,69.26936,139.1728,20.39251726
1,35,67.55353,123.1504,18.97311131
0,20,69.1191,127.1047,18.70528306
0,30,66.5787,130.5048,20.69925369
1,33,68.34422,126.8956,19.10037108
0,20,70.87732,142.4991,19.94327004
0,18,66.25515,109.9755,17.61389836
0,22,70.20374,142.2116,20.28679068
0,26,65.37244,119.6729,19.68816538
0,31,69.21393,139.5979,20.48758131
0,32,66.65743,125.0117,19.78118726
1,28,70.90598,144.8867,20.26103454
1,35,67.63273,116.9137,17.97009581
0,29,67.44579,133.6929,20.66319507
0,29,69.61543,149.4255,21.67766604
0,32,70.72786,134.2975,18.87494593
0,31,67.81233,134.3642,20.54305652
0,35,68.88371,130.2664,19.3018162
1,21,67.59685,128.0565,19.70368858
0,26,66.18908,129.8912,20.84519027
1,27,67.0619,122.516,19.15313746
1,20,71.40566,142.8255,19.69424342
0,34,69.94381,144.2052,20.72436219
1,34,68.12088,129.3957,19.60460827
0,21,70.07833,132.5733,18.97961519
1,26,69.21921,138.4788,20.32024026
1,32,65.07625,120.4977,20.00472306
0,24,66.64317,86.982,13.76946034
1,26,69.09678,136.2561,20.0649998
0,26,67.29797,128.014,19.87249349
1,24,70.07962,138.1994,19.78433717
1,27,68.17719,128.9954,19.51168844
0,24,70.62613,147.3147,20.76414679
1,35,72.75675,155.6063,20.66709414
0,23,65.50945,114.2107,18.71103067
1,29,69.80503,118.0632,17.03491371
0,27,68.48037,122.2135,18.32254552
1,27,69.39191,132.1548,19.29585747
0,28,69.89743,132.8384,19.11613303
0,28,71.03366,120.7296,16.82225458
0,32,64.18042,105.3415,17.98014593
0,27,67.25981,115.6019,17.96604667
0,18,69.88668,133.1821,19.17148981
0,31,68.77416,143.2226,21.28922186
1,28,70.75119,132.8196,18.65492443
1,24,69.77175,140.4321,20.28177601
1,31,66.47653,135.1056,21.49490306
1,18,68.16365,127.6326,19.31322342
1,34,66.4353,134.5752,21.43710113
1,18,70.13482,122.9368,17.5716828
0,27,71.70658,136.632,18.68242425
0,27,66.92527,123.4431,19.37694825
0,18,67.12563,123.5752,19.28205851
0,23,69.16564,125.887,18.50115783
1,33,68.8406,125.7733,18.65941337
0,30,70.75604,166.2812,23.35150824
1,35,71.42444,131.7763,18.16111235
1,23,69.45553,134.4084,19.58896886
0,27,67.59746,131.5971,20.24810516
0,25,69.20977,129.3553,18.9866454
1,30,68.55325,132.7205,19.85549577
1,20,68.57877,120.9452,18.08040181
0,22,66.26275,100.455,16.08538538
1,28,65.96056,113.3895,18.32327062
1,26,69.5447,134.9309,19.61472235
0,29,69.03723,121.8168,17.96963663
0,35,70.25581,149.6514,21.31646166
0,35,65.24262,118.8877,19.63690156
1,23,66.61174,123.9036,19.63275253
0,30,65.44916,129.4155,21.24109808
0,31,68.46313,115.2733,17.29075867
0,24,70.08288,130.4398,18.67175185
1,30,68.28223,134.7568,20.32048742
1,18,67.00556,125.5138,19.65479958
0,26,66.02293,109.5969,17.67695704
0,35,69.16478,135.6481,19.93620722
1,31,67.21577,131.9731,20.5372309
1,34,69.00086,135.9877,20.08118999
0,21,70.75525,135.7754,19.06788724
1,19,69.25232,127.8223,18.73858519
0,34,67.57183,119.3432,18.3765991
1,24,67.67452,132.6705,20.36680107
0,28,67.40515,124.2707,19.2300941
1,34,64.86031,100.9173,16.86577904
0,29,69.39033,112.2069,16.38402048
1,28,65.9698,129.9153,20.98789049
0,21,67.55171,123.0908,18.96495095
0,30,68.46426,116.498,17.47388433
0,29,66.23821,104.1053,16.68224474
0,29,70.6257,119.2626,16.81038137
0,28,66.61423,116.9318,18.52667293
0,27,70.66932,148.9742,20.97239655
0,29,67.57132,119.5476,18.40835071
1,32,69.45353,117.3488,17.10365111
0,33,66.26159,125.5437,20.10342444
1,31,68.73293,124.2368,18.48925299
1,28,68.82534,133.8431,19.86543502
0,20,70.13099,131.2805,18.76631953
0,24,71.82375,146.9215,20.02387035
0,24,65.90074,103.4218,16.74288651
0,33,63.727,120.0775,20.78803851
1,28,66.99543,121.7611,19.07291305
1,35,67.3499,132.3056,20.50704762
1,20,67.16004,112.2736,17.50066614
0,25,70.5283,128.9156,18.22122061
0,29,68.45206,121.7201,18.26367118
1,19,66.09346,105.8554,17.03706835
1,31,64.7808,125.8367,21.08208357
1,28,68.29845,132.8929,20.02990582
1,20,66.31173,125.5959,20.0813807
0,32,64.36944,122.6652,20.81424841
0,22,69.23895,132.3741,19.41336848
0,35,70.56453,122.723,17.3281373
1,31,63.44115,93.29146,16.29666056
1,22,67.49847,113.1057,17.45401956
1,22,69.85577,118.0316,17.00562312
0,18,69.07982,130.5538,19.23472345
1,21,69.56211,137.4123,19.96544245
0,22,68.17484,142.9581,21.62516036
1,27,70.23972,137.4064,19.58124232
0,27,70.6554,143.3564,20.18948269
0,20,66.4574,122.5937,19.515527
0,31,64.31855,119.3805,20.28895725
1,29,65.49751,110.3743,18.08911028
1,33,69.47428,139.4867,20.31811969
0,23,67.88158,125.4501,19.14105852
1,28,69.53913,124.3466,18.07899284
0,31,63.83987,92.65767,15.98439529
1,23,69.07601,123.9516,18.26402418
1,35,69.47709,126.9161,18.48554682
1,25,67.08504,121.9957,19.05864326
1,21,70.95488,139.7854,19.52073193
0,26,68.64084,123.2444,18.39080923
1,31,65.86462,113.0349,18.3192208
1,21,67.72662,119.5902,18.3305549
1,22,65.32212,102.5086,16.89034746
0,28,69.00392,128.9232,19.03629272
0,35,69.63523,132.2697,19.17790503
0,30,66.71665,128.5803,20.30976022
0,25,69.5893,127.2246,18.47076922
0,20,68.66987,120.1516,17.91413868
1,24,67.85418,113.5575,17.34049272
0,26,68.78852,120.1342,17.84980817
0,30,68.2002,134.9707,20.4017315
0,24,63.0824,109.7702,19.39397643
0,33,67.2833,122.8477,19.07881013
0,33,71.21834,131.494,18.22724651
1,27,71.01583,138.9013,19.36398777
1,27,69.88229,143.1039,20.60231568
0,26,67.19375,121.1828,18.87044094
0,19,68.76347,130.2964,19.37383835
0,32,66.83011,120.5375,18.97477574
1,25,70.56089,132.0461,18.64645608
0,33,69.67899,140.8938,20.40267034
1,33,66.96319,122.3291,19.1803415
1,25,68.67573,115.6268,17.23656658
0,31,66.39372,121.1097,19.31629134
0,20,69.81996,125.3109,18.07292647
0,33,68.00995,124.8272,18.97418548
1,31,66.95032,118.4744,18.58309416
0,24,70.96239,144.0736,20.11531157
1,18,66.27024,126.7344,20.28879482
0,34,68.21726,115.0624,17.38375966
1,27,66.56206,112.4637,17.84669011
1,30,69.03964,137.6269,20.3004243
1,33,68.68271,131.7407,19.63468531
1,31,68.91258,115.3276,17.07399142
1,27,68.02805,123.1233,18.70522887
1,33,68.64452,111.4743,16.6326647
1,25,67.98404,120.7929,18.37495538
1,24,65.72168,123.0248,20.02507625
1,24,68.50899,125.2258,18.75847413
1,31,68.74484,118.5521,17.63712789
0,19,65.70055,121.1912,19.73930689
0,26,68.13231,126.9522,19.22794307
1,24,69.1712,102.8732,15.11647232
1,31,70.67886,122.3412,17.21838791
1,19,68.837,118.7874,17.62484598
0,34,69.60496,130.4536,18.93104186
0,32,67.41523,126.8208,19.61883755
1,25,71.4,154.97,21.37223955
0,34,69.57502,130.0883,18.89428154
0,20,69.04149,116.7796,17.22445528
1,18,68.5837,143.8448,21.50062915
0,23,66.89024,126.5347,19.88304774
0,25,67.12473,111.1866,17.34946832
0,31,67.83542,111.946,17.10386923
1,29,70.46759,138.7422,19.64393837
0,34,67.7864,142.7435,21.84087458
1,23,69.58276,143.2414,20.80003562
0,31,67.16684,125.1273,19.50028974
0,27,67.13791,108.6479,16.94667595
0,24,68.79915,132.8302,19.73010993
1,29,67.64203,127.7226,19.62606845
0,31,64.70508,111.3172,18.69322962
0,27,68.08348,133.8261,20.29813579
1,35,67.56671,124.2366,19.13298964
0,30,64.28754,102.4825,17.43391483
0,29,64.85395,111.9585,18.71470692
1,26,73.24733,138.1346,18.10163074
1,26,64.89302,114.3071,19.08429226
0,19,67.43272,133.0682,20.57461656
0,22,65.7765,118.0115,19.1770426
0,24,70.7064,145.9957,20.53153581
0,24,67.52445,125.9386,19.41938956
1,23,67.01528,116.8078,18.2861802
1,28,68.16565,113.8239,17.22269557
1,20,67.99779,149.3131,22.70424896
0,31,68.52996,110.5189,16.54529142
1,22,67.53327,120.1058,18.51515048
1,26,67.30047,123.1704,19.11916764
1,29,67.63847,134.5804,20.6820264
0,35,68.52047,138.8459,20.79175827
1,21,68.03264,127.8527,19.42111141
1,25,67.28722,118.5444,18.4083429
1,22,68.42927,127.9474,19.21084531
1,21,69.7329,125.5398,18.15117746
0,29,69.72725,127.1998,18.39416923
0,25,69.73079,152.3984,22.03586283
0,25,69.97947,137.3347,19.71686256
0,30,68.9122,119.5773,17.70334517
1,25,66.70355,122.2617,19.31929874
1,30,68.64652,136.3536,20.34362683
1,28,67.56584,136.2134,20.9780104
1,35,67.35146,123.6386,19.16279588
0,31,66.98205,107.619,16.86440044
1,18,65.44633,135.5837,22.25541564
1,31,68.81325,129.6697,19.25276857
1,26,67.16659,107.8736,16.81153605
1,21,70.28813,150.9046,21.47520528
0,28,66.62449,139.4685,22.09058204
0,33,64.39542,115.1983,19.53147013
0,35,67.23695,112.4262,17.4843844
1,30,69.67397,156.7309,22.69929332
0,28,68.43681,127.8894,19.19790587
1,21,68.00999,131.2092,19.94424908
0,31,70.8081,135.2499,18.96574444
0,22,70.50871,122.7718,17.36248601
0,19,70.00808,117.6198,16.87263556
0,28,66.06797,101.461,16.34240753
1,18,67.87768,116.3499,17.75459859
1,23,69.36261,126.9441,18.55070809
1,27,69.29301,139.7644,20.4652255
0,32,67.3539,133.1416,20.63417454
0,33,66.1525,110.9469,17.82466896
0,28,67.47153,115.3734,17.81818231
1,30,68.56556,121.8413,18.22138117
0,33,72.40237,157.4235,21.11362592
1,18,67.28205,128.5724,19.9686242
1,25,65.7493,122.6496,19.94723449
1,23,65.90868,132.421,21.43238289
1,31,67.32651,133.7645,20.74758198
0,24,67.04617,112.1093,17.53446489
1,25,67.21086,122.6801,19.09387347
1,19,66.49245,109.2367,17.37091619
0,18,69.2678,122.5007,17.95041963
0,31,70.07489,149.6391,21.42491274
1,19,69.74977,141.1522,20.39862601
0,30,66.75226,139.719,22.04562138
1,32,65.50834,114.5278,18.76361673
0,30,73.13491,127.8612,16.80692017
0,19,65.37072,125.7601,20.69069892
1,31,72.07311,142.2552,19.25397703
0,23,67.65702,120.8003,18.55415184
1,22,71.13971,149.4626,20.76381619
0,26,69.56951,138.5706,20.12945572
1,35,68.47465,116.2406,17.42998545
1,23,68.65104,135.3612,20.19290388
1,22,69.29567,146.4768,21.4464528
0,23,65.94966,131.8327,21.31065747
0,35,67.88775,137.3897,20.95898123
1,24,66.01091,107.5225,17.34869204
1,31,64.69531,124.1449,20.85365145
0,31,68.76234,111.5343,16.58463718
0,30,70.14278,129.6087,18.52111078
0,20,65.29027,126.534,20.86936005
1,24,67.02973,130.5432,20.42763729
1,29,72.18645,153.9204,20.76747222
0,24,68.32435,130.9603,19.72365819
1,23,65.37779,114.4,18.81760624
1,20,70.98789,126.8208,17.69378627
1,21,69.32981,125.881,18.41276406
0,22,68.08517,125.3363,19.0094977
0,25,67.72864,117.6713,18.03535376
0,24,69.41996,126.183,18.40903206
1,30,65.86211,112.0669,18.16372435
1,18,69.96526,151.6467,21.78045174
0,21,67.91088,124.1618,18.92814732
1,30,68.78786,130.6754,19.41641584
0,33,65.74585,119.2501,19.39638905
0,34,72.368,132.7354,17.81937412
0,35,68.18716,129.4416,19.57345499
0,32,69.84822,130.4897,18.80461171
0,25,68.77683,132.0897,19.6328554
0,23,69.84154,117.5002,16.93595986
0,24,68.21258,108.6233,16.41318498
0,26,66.95108,127.1378,19.94152383
0,33,66.85975,122.3951,19.25011634
0,20,66.15618,118.9815,19.11337687
0,18,67.45204,125.2554,19.35553162
1,35,67.60013,121.8996,18.75452383
0,25,66.75233,120.7738,19.05630504
1,21,60.8634,106.1939,20.15514724
1,35,66.19796,107.8874,17.30933322
1,19,65.67776,122.0686,19.89601606
1,27,68.99828,117.3948,17.33688844
0,31,68.02827,140.866,21.40061002
1,27,70.31743,149.3078,21.23026138
0,20,64.89375,125.5845,20.96665369
1,19,65.54201,131.28,21.48611422
0,22,68.67927,120.8432,18.01232192
1,30,66.50307,123.0181,19.55619912
0,31,67.06639,143.1561,22.37684337
0,20,68.34809,122.9334,18.50188391
1,19,67.7237,118.4002,18.14971899
1,20,71.2729,133.799,18.51837316
0,23,66.02325,115.9951,18.70874562
1,20,67.64412,117.6164,18.07201605
1,23,70.5122,133.0952,18.8205663
